author_id,date_end,date_start,diary,id,lemmatized,sentiment_DOS,Intensity (Сергей),Polarity (Сергей),Noise class (Сергей),Intensity (Лена),Polarity (Лена),Noise class (Лена),Intensity (Артем),Polarity (Артем),Noise class (Артем),text
368,,1943-11-07,373,150774,"ходить на митинг. ком[андир] полк майор пеклевать.
",neutral,,,в?,0,0,,,,,Ходили на митинг. Ком[андир] полка майор Пеклеванный.
806,,1911-07-07,816,272626,"в 7 час утро мы спускаться к реск усун-дзула, где, напоить лошадь, свертывать к северо-восток от улясутайский дорога.    
дорога идти сначала в гора, затем спускаться к озеро хаг-нора, находиться от улан эрнг в четыре верста. утка и гусь большой стадо плавать по озеро. по правый сторона от мы за озеро начинаться гора, северный склон который быть покрывать лес. в 12 час мы подъезжать к улан-эриг. показываться глиняный постройка, изгородь, горка, речка, вмиг мелькнуть в голова детство который больший часть протекать здесь.    
показываться родные, монгол, все с радость бросаться навстречу.    
уставать и разбивать, я с восторг думать о предстоящий отдых.    
по приезд в улан-эрнг, я вскоре приходиться слышать довольно интересный рассказ о растение «бан-семберя».    
«бан-семберя» считаться заветный цветок и употребляться монгол для лекарство (от болезнь преимущественно нервный).    
расти он на высокий гора, среди громадный каменный глыба, где трудно себя представлять существование какой-либо растительность. по вид свой, внешний часть его напоминать репей, но по размер свой значительно превосходить он.    
лист внизу широкий, зеленоватый цвет, вверху же совсем бледный. когда смотреть издали, то видеть, как будто капустный вилка. расти, как я приходиться, не раз слышать от монгол и впоследствии наблюдать сам, пара; если быть один экземпляр, то обязательно на некоторый расстояние быть и другой растение иметь резкий запах, напоминать отчасти запах смородина.    
монгол копать бан-семберя с большой осторожность. прежде чем выкапывать, нужно знать, как копать; монгол поступать такой образ: прежде ставить над растение палатка, или закрывать он широкий платок, затем приступать к выкапывание.    
если подобный правило не быть соблюдать, то над копать вмиг собираться туча, разражаться гром и олния, и тут же мочь убивать преступник.    
этот рассказ очень заинтересовывать я. воспользоваться поездка мой отец на охота в местность хасапча, лежать в 10 верста от улан-эриг, я тоже отправляться, так как только в хасапча, по рассказ лама чутый (известный доктор), находиться этот растение.    
в сопровождение чутый и еще несколько монгол, мы отправляться 6-го июль.     
мы приходиться взбираться верхом на высокий гора, покрывать внизу густой хвойный лес, который постепенно приходить в низкорослый ползучий березняк и вереск, затем, в болотистый кочковатый поверхность, за который начинаться сплошной каменный глыба.    
после 2-х часовой подъем, мы приближаться к желанный мыс.    
среди камень вскоре показываться «бан-семберя», разбрасывать редко и действительно удовлетворять рассказ монгол о парность.    
чутый быстро слезать с лошадь, осторожно подходить к каждый растение и внимательно осматривать, просить мы не брать растение без он. мы приходиться подчиняться правило.    
чутый сам тщательно укрывать каждый растение платок и увязывать крепко конец он у самый корень, только тогда позволять копать.    
такой образ мы взять 8 экземпляр. не смотря на то, что мы подчиняться весь правило, монгол все-таки как-то скептически смотреть на мы и не раз отрицательно относиться к мой затея.    
час к 2 день мы, с труд пробираться среди болото и камень, спускаться в лес, где располагаться у костер, в ожидание возвращение мой отец с охота, долго болтать с чутым о растение.    
чутый пользоваться большой популярность среди монгол улан-эриг, и лечить свой пациент исключительно трава, который в большой количество собирать в июнь и июль, но бан-семберя он избегать брать, бояться навлекать на себя гнев тэнгри (небо). он мрачно посматривать на выкапывать растение и предупреждать я обходиться очень осторожно.    
в 7 час утро мы отправляться домой.    
6 экземпляр из привозить растение я засушивать, а 2 поставлять в ведро с вода. на другой день утро я поражать странный поведение мой цвет. как только я входить в комната, вдруг услышать непрерывный шипение, как будто бан-семберя на что-то сердиться. на поверхность вода появляться небольшой пузырек, видимо, от выходить газ; резкий запах цветок постепенно исчезать.    
и еще более странно быть то, что мрачный предчувствие чутыма сбываться; на другой день пойти страшный дождь, продолжаться с небольшой перерыв в течение целый месяц и причинять много беда.     
монгол несколько раз являться к мой отец и указывать причина бедствие в выкапывание бан-семберя.    
наконец, такой разговор сделаться настолько частый и настолько неприятный, что отец мой, бояться навлекать на себя гнев монгол, приходить однажды и выбрасывать мой растение из вода.    
такой образ, я лишаться возможность наблюдать за странный поведение свой цвет<com id=""15029517471410""/>.
",neutral,,,ф,,,,,,,"В 7 часов утра мы спустились к реске Усун-Дзул, где, напоив лошадей, свернули к северо-востоку от Улясутайской дороги.    
Дорога шла сначала в гору, затем спустилась к озеру Хаг-нор, находящемуся от Улан Эрнга в четырех верстах. Утки и гуси большими стадами плавали по озеру. По правую сторону от нас за озером начинались горы, северный склон которых был покрыт лесом. В 12 часов мы подъехали к Улан-Эригу. Показались глиняные постройки, изгороди, горки, речки, вмиг мелькнуло в голове детство которого большая часть протекла здесь.    
Показались родные, монголы, все с радостью бросились навстречу.    
Уставшая и разбитая, я с восторгом думала о предстоящем отдыхе.    
По приезде в Улан-Эрнге, мне вскоре пришлось слышать довольно интересный рассказ о растении «бан-семберю».    
«Бан-семберю» считается заветным цветком и употребляется монголами для лекарства (от болезней преимущественно нервных).    
Растет он на высоких горах, среди громадных каменных глыб, где трудно себе представить существование какой-либо растительности. По виду своему, внешняя часть его напоминает репей, но по размерам своим значительно превосходит его.    
Листья внизу широкие, зеленоватого цвета, вверху же совсем бледные. Когда смотришь издали, то видишь, как будто капустный вилок. Растет, как мне приходилось, не раз слышать от монголов и впоследствии наблюдать самой, парами; если есть один экземпляр, то обязательно на некотором расстоянии есть и другой Растение имеет резкий запах, напоминающий отчасти запах смородины.    
Монголы копают бан-семберю с большой осторожностью. Прежде чем выкопать, нужно знать, как копать; монголы поступают таким образом: прежде ставят над растением палатку, или закрывают его широким платком, затем приступают к выкапыванию.    
Если подобное правило не будет соблюдено, то над копающим вмиг соберется туча, разразится гром и олния, и тут же может убить преступника.    
Этот рассказ очень заинтересовал меня. Воспользовавшись поездкой моего отца на охоту в местность Хасапчу, лежащую в 10 верстах от Улан-Эрига, я тоже отправилась, так как только в Хасапче, по рассказам ламы Чутыми (известного доктора), находится это растение.    
В сопровождение Чутыми и еще нескольких монголов, мы отправились 6-го июля.     
Нам пришлось взбираться верхом на высокую гору, покрытую внизу густым хвойным лесом, который постепенно приходил в низкорослый ползучий березняк и вереск, затем, в болотистую кочковатую поверхность, за которой начинались сплошные каменные глыбы.    
После 2-х часового подъема, мы приблизились к желанному мысу.    
Среди камней вскоре показался «бан-семберю», разбросанный редко и действительно удовлетворяющий рассказам монголов о парности.    
Чутым быстро слез с лошади, осторожно подошел к каждому растению и внимательно осмотрев, просил нас не брать растений без него. Нам пришлось подчиниться правилам.    
Чутым сам тщательно укрывал каждое растение платком и увязав крепко концы его у самого корня, только тогда позволял копать.    
Таким образом мы взяли 8 экземпляров. Не смотря на то, что мы подчинились всем правилам, монголы все-таки как-то скептически смотрели на нас и не раз отрицательно относились к моим затеям.    
Часам к 2 дня мы, с трудом пробираясь среди болот и камней, спустились в лес, где расположившись у костра, в ожидании возвращения моего отца с охоты, долго болтали с Чутымом о растениях.    
Чутым пользовался большой популярностью среди монголов Улан-Эрига, и лечил своих пациентов исключительно травами, которые в большом количестве собирает в июне и июле, но бан-семберю он избегал брать, боясь навлечь на себя гнев тэнгри (неба). Он мрачно посматривал на выкопанные растения и предупреждал меня обходиться очень осторожно.    
В 7 часов утра мы отправились домой.    
6 экземпляров из привезенных растений я засушила, а 2 поставила в ведро с водой. На другой день утром меня поразило странное поведение моих цветов. Как только я вошла в комнату, вдруг услышала непрерывное шипение, как будто бан-семберю на что-то сердилось. На поверхности воды появились небольшие пузырьки, видимо, от выходящего газа; резкий запах цветов постепенно исчезал.    
И еще более странно было то, что мрачное предчувствие Чутыма сбылось; на другой день пошел страшный дождь, продолжавшийся с небольшими перерывами в течение целого месяца и причинивший много бед.     
Монголы несколько раз являлись к моему отцу и указывали причину бедствия в выкапывании бан-семберю.    
Наконец, такие разговоры сделались настолько частыми и настолько неприятными, что отец мой, боясь навлечь на себя гнев монголов, пришел однажды и выбросил мои растения из воды.    
Таким образом, я лишилась возможности наблюдать за странным поведением своих цветов<com id=""15029517471410""/>."
146,,1923-02-03,152,216253,"вечер.    
быть сегодня шефло и мой старый друг год эмиграция эге де ниссен, оба член парламент — коммунист. ниссен — старинный революционер, работать с большевик с 1905 год. после 1919 год — председатель компартия. он и сейчас наш друг и по-прежнему энергичный.    
долго обсуждать с эгед положение в рабочий партия. в она 60 тысяча член, включая профсоюз, который механически к она присоединяться. икка считать, что это организационный неправильный и требовать индивидуальный членство. вокруг этот вопрос большой дискуссия.    
норвежский рабочий партия<com id=""14839783451440""/>, конечно, в свой большинство оппортунистичный, но она мы сейчас нужный в связь с задача признание мы де-юре. пока партия единый и многочисленный (по норвежский условие), она иметь вес и в стортинг, и в масса. ее голос мочь решать вопрос о де-юре. но шефло стоять за раскол и в этот дух информировать икка. бояться, что раскол неизбежный. эгед ниссен согласный со я, что раскол не только отодвигать вопрос об установление дипломатический отношение между норвегия и мы, но и не быть служить мой задача: установление добрососедский отношение с мы и развитие торговый связь. все это я заботить. а шефло и его политика я определенно не по душа. через свой брат он состоять в какой-то административно-хозяйственный связь с норвежский торговый фирма «шиппинг компань», иметь консигнационный склад в петроград. что это за коммунист с какой-то «афера»? транмель это против он использовать. нет, невыгодно мы, если дело доходить до раскол. а к это идти.    
сурица в полпредство допускать совещание с коммунист. я это вывести. полпредство не иметь экстерриториальность, можно ожидать налет, да и вообще это против указание наркоминдел. отдельный норвежский коммунист заходить в одиночка. я договариваться: пусть приходить только член стортинг. весь же помнить наказ георгий васильевич: соблюдать осторожность. коминтерн — это один, советский представительство — нечто совсем другой. мы вести государственный работа.
",neutral,,,ф,,,,,,,"Вечером.    
Были сегодня Шефло и мой старый друг годов эмиграции Эге де Ниссен, оба члены парламента — коммунисты. Ниссен — стариннейший революционер, работавший с большевиками с 1905 года. После 1919 года — председатель компартии. Он и сейчас наш друг и по-прежнему энергичен.    
Долго обсуждали с Эгеде положение в Рабочей партии. В ней 60 тысяч членов, включая профсоюзы, которые механически к ней присоединяются. ИККИ считает, что это организационно неправильно и требует индивидуального членства. Вокруг этого вопроса большая дискуссия.    
Норвежская Рабочая партия<com id=""14839783451440""/>, конечно, в своем большинстве оппортунистична, но она нам сейчас нужна в связи с задачей признания нас де-юре. Пока партия едина и многочисленна (по норвежским условиям), она имеет вес и в стортинге, и в массах. Ее голос может решить вопрос о де-юре. Но Шефло стоит за раскол и в этом духе информирует ИККИ. Боюсь, что раскол неизбежен. Эгеде Ниссен согласен со мной, что раскол не только отодвинет вопрос об установлении дипломатических отношений между Норвегией и нами, но и не будет служить моей задаче: установлению добрососедских отношений с нами и развитию торговых связей. Все это меня заботит. А Шефло и его политика мне определенно не по душе. Через своего брата он состоит в каких-то административно-хозяйственных связях с норвежской торговой фирмой «Шиппинг Компани», имеющей консигнационный склад в Петрограде. Что это за коммунист с какими-то «аферами»? Транмель это против него использует. Нет, невыгодно нам, если дело дойдет до раскола. А к этому идет.    
Суриц в полпредстве допускал совещания с коммунистами. Я это выведу. Полпредство не имеет экстерриториальности, можно ожидать налета, да и вообще это против указаний Наркоминдела. Отдельные норвежские коммунисты заходят в одиночку. Я договорилась: пусть приходят только члены стортинга. Все же помню наказ Георгия Васильевича: соблюдать осторожность. Коминтерн — это одно, советское представительство — нечто совсем другое. Мы ведем государственную работу."
118,,1940-04-10,123,96242,"среда. сегодня у я вдруг подскакивать температура — 39,5.
",negative,,,ф,,,,,,,"Среда. Сегодня у меня вдруг подскочила температура — 39,5."
1164,,1944-01-30,1174,258786,"воскресение. утро обменяться адрес. обещать писать. мы приглашать заходить, буде пойти еще раз мимо. поехать дежурить сутки. саша и миша «перегонять» со мга на финский фронт. дежурство проходить спокойно. работа не очень много. мыться не удаваться. с работа справляться только к 3-м час ночь, вода уже остыть. попросить лида (м<ед>с<естрый>) для мальчик из госпиталь, звать он федя сабко, доставать хоть пол-литра молоко и <в>скипятить он. снести он сегодня. у сергей иванович хороший настроение. какой он милый человек.
",neutral,,,в?,,,,,,,"Воскресенье. Утром обменялись адресами. Обещали писать. Мы пригласили заходить, буде пойдут еще раз мимо. Поехала дежурить сутки. Сашу и Мишу «перегоняли» со Мги на финский фронт. Дежурство прошло спокойно. Работы не очень много. Мыться не удалось. С работой справилась только к 3-м часам ночи, вода уже остыла. Попросила Лиду (м<ед>с<естра>) для мальчика из госпиталя, зовут его Федя Сабко, достать хоть пол-литра молока и <в>скипятить его. Снесу ему сегодня. У Сергея Ивановича хорошее настроение. Какой он милый человек."
1893,,1942-10-04,1903,471894,"до москва 132 км. солнечно.
",neutral,,,в,,,,,,,До Москвы 132 км. Солнечно.
579,,1943-08-11,587,415100,"облачно. в 6 час. ливень.    
с утро пойти с н.н. тарасов в деревня, искать яйцо. купить по 3 fr. 3 яйцо. день спать. на война плохо. подходить к харьков.
",neutral,,,в?,,,,,,,"Облачно. В 6 час. ливень.    
С утра пошли с Н.Н. Тарасовым в деревню, искать яйца. Купили по 3 fr. 3 яйца. Днем спала. На войне плохо. Подходят к Харькову."
634,,1926-03-04,644,321105,"с утро убирать комната в межсоюзный клуб, потом сходить побриться, пообедать и садиться писать план беседа. с 5-ти час проводить 2 урок с пионер, который очень заинтересовываться. в 8 час провожать беседа, после который быть репетиция, а в 11-м час мы с владимир быть уже дома и до 12-ти час говорить о предстоящий дело.
",neutral,,,ф,,,,,,,"С утра убирали комнату в Межсоюзном клубе, потом сходил побриться, пообедал и сел писать план беседы. С 5-ти часов провел 2 урока с пионерами, которые очень заинтересовались. В 8 часов проводил беседу, после которой была репетиция, а в 11-м часу мы с Владимиром были уже дома и до 12-ти часов говорили о предстоящих делах."
606,,1929-07-03,616,403391,"3, среда. прога[улка] на река. провожать попов. письмо леночка (9) и откр[ытки] корелина (13) и дживелегов. (40+40)+(45+50)=2 ч[ас] 55 м[инута].
",neutral,,,ф,,,,,,,"3, среда. Прог[улка] на реку. Провожал Попова. Письмо Леночке (9) и откр[ытки] Корелиной (13) и Дживелегову. (40+40)+(45+50)=2 ч[аса] 55 м[инут]."
895,,1888-07-20,905,201871,"празднование икона казанский божий мать в маре, и ярмарка там же быть малолюдный и по безденежье пустой <...>.
",neutral,,,ф,,,,,,,"Празднование иконы Казанския Божия Матери в Маре, и ярмарка там же была малолюдная и по безденежью пустая <...>."
1451,,1916-03-07,1461,452972,"сегодний учить читать, писать и склад. я срывать здровиник снег<com id=""15443487741426""/>.
",neutral,,,ф,,,,,,,"Сегодне учили читать, писать и складъ. Я срывал здровиника снегъ<com id=""15443487741426""/>."
1732,,1957-11-14,1742,380315,"1) в. ермол. — кирпичный завод — цемент, заезжать бобруйск[ая] автобаза.    
2) отвечать письмо клещев.    
3) в капустин жить же человек, а в «рассвет» можно не строить и жить. — быть и такой рассуждение.    
4) из бригада — по 2 плотник и по 2 землекоп на строительство.    
5) 1 бр[игада], 3 и 4 бр[игада] по один подвода перевозить треск.    
6) из букино — 4 плотник и из волос[ович] — 6 человек.    
7) дашкевич аркадий за самовольный уход с общественный работа на несколько день — 5 труд[одно].    
8) стрельцов николай за пьянка на работа и уход с работа — 5 трудодень.    
8)<com id=""15264915351414""/> дорошенко — электромонтер за уход с работа на 3 день — 5 трудодень.    
9) со столпища по докладная любаев — 5 трудодень.    
10) на свиноферма надо весь время смотреть, как идти кормление, стоять и смотреть, ибо самый главное этот кормление, ведь болезнь нет — след[овательно] падеж происходить от недоедание слабый поросенок в большой группа.    
на отьема по 200 поросенок — это много, след[овательно] надо добавлять свинарка — еще 2, след[овательно] надо не четыре свинарка, а 6 человек. из бригада № 2 один свинарка и из бригада №<com id=""15264915351415""/> другой.    
самосвал возить из свинарник.
",neutral,,,ф,,,,,,,"1) В. Ермол. — кирпичный завод — цемент, заехать Бобруйск[ая] автобаза.    
2) Ответить письмо Клещеву.    
3) В Капустине живут же люди, а в «Рассвете» можно не строить и жить. — есть и такие рассуждения.    
4) Из бригад — по 2 плотника и по 2 землекопа на строительство.    
5) 1 бр[игада], 3 и 4 бр[игады] по одной подводе перевозить трески.    
6) Из Букино — 4 плотника и из Волос[овичей] — 6 человек.    
7) Дашкевичу Аркадию за самовольный уход с общественной работы на несколько дней — 5 труд[одней].    
8) Стрельцову Николаю за пьянку на работе и уход с работы — 5 трудодней.    
8)<com id=""15264915351414""/> Дорошенко — электромонтеру за уход с работы на 3 дня — 5 трудодней.    
9) Со Столпищ по докладной Любаева — 5 трудодней.    
10) На свиноферме надо все время смотреть, как идет кормление, стоять и смотреть, ибо самое главное это кормление, ведь болезней нет — след[овательно] падеж происходит от недоедания слабейших поросят в большой группе.    
На отьеме по 200 поросят — это много, след[овательно] надо добавить свинарок — еще 2, след[овательно] надо не четыре свинарки, а 6 человек. Из бригады № 2 одну свинарку и из бригады №<com id=""15264915351415""/> другую.    
Самосвал возить из свинарника."
368,,1944-08-12,373,150868,"вести огонь по фриц с автомат, разведчик из карабин. фриц бежать в лес. вечер по НП [противник] бить из тяжелый батарея. я заваливать песок в ровик, откопать. контузить киселев. ночь сменить НП в деревня левее. пчела изжигать (не везти). к утро выводить из бой.
",neutral,,,в,,,,,,,"Веду огонь по фрицам с автомата, разведчики из карабинов. Фрицы бегут в лес. Вечером по НП [противник] бьёт из тяжёлой батареи. Меня завалило песком в ровике, откопали. Контужен Киселёв. Ночью сменил НП в деревню левее. Пчёлы изожгли (не везёт). К утру вывели из боя."
442,,1986-06-14,450,120873,"уже который неделя телевидение здесь, в германия, говорить только о чернобыль, о катастрофа с тамошний реактор. час, сутки, неделя показываться крупный план жевать корова, салат, морковь, бидон с молоко, детский площадка и т. д. все это тривиальный, обыденный, никак не изменять свой внешний облик и оставаться лежать, расти и жевать на свой место, вдруг становиться интересный, демонический, несущий угроза: оно жевать, лежать, расти, а камера весь показывать, все надеяться, что в она попадать этот невидимый луч, что салат вдруг покраснеть или посинеть, что корова заговаривать человеческий голос. но нет, природа не открывать свой тайна, свой тайный рана, свой потусторонний угроза.    
торжество шкловский и брехт. искусство как прием. концептуализм во весь телевизионный экран. усилие поколение европейский авангард, биться десятилетие над механизм остранение, над эстетика отчуждение, над то, как сделать тривиальный зримый, оказываться ничтожный перед сила излучение, который облучать, излучать, лучиться, но все это невидимый, в один воображение — умный свет, внутренний свет, невидимый, но все преображать свет.    
и опять все идти из россия. и опять в россия гибнуть человек. и опять все кончаться эстетика.    
но, конечно, западный комментатор много интересовать этика. отовсюду нестись вопль ужас: не хотеть война, смерть, катастрофа. чернобыль — везде. чернобыль открывать мы глаз на порок цивилизация, на ее угроза, на тщетность прогресс.    
итак не хотеть смерть. значит, выходить если нет война, то и смерть нет? они что считать, что если они не быть строить атомный электростанция, то быть жить вечно? а весь прочий, который уже умирать и потом умирать — в тот число и сам этот комментатор — и притом без всякий война? но говорить, что весь цивилизация мочь погибать, весь культура. а что такой культура, как не задавать каждый раз заново вопрос — перед лицо заранее известный ответ? ничто другой в культура нет — а это быть всегда. вариация же несущественный. гуманизм, борьба за мир — просто тошнить от весь это.
",negative,,,ф,,,,,,,"Уже которую неделю телевидение здесь, в Германии, говорит только о Чернобыле, о катастрофе с тамошним реактором. Часами, сутками, неделями показываются крупным планом жующие коровы, салат, морковь, бидоны с молоком, детские площадки и т. д. Все это тривиальное, обыденное, никак не изменив своего внешнего облика и оставшись лежать, расти и жевать на своих местах, вдруг стало интересным, демоническим, несущим угрозу: оно жует, лежит, растет, а камера все показывает, все надеется, что в нее попадут эти невидимые лучи, что салат вдруг покраснеет или посинеет, что корова заговорит человеческим голосом. Но нет, природа не открывает своих тайн, своих тайных ран, своих потусторонних угроз.    
Торжество Шкловского и Брехта. Искусство как прием. Концептуализм во весь телевизионный экран. Усилия поколений европейского авангарда, бившегося десятилетиями над механизмами остранения, над эстетикой отчуждения, над тем, как сделать тривиальное зримым, оказались ничтожными перед силой Излучения, которое облучает, излучает, лучится, но все это невидимо, в одном воображении — умный свет, внутренний свет, невидимый, но все преображающий свет.    
И опять все идет из России. И опять в России гибнут люди. И опять все кончается эстетикой.    
Но, конечно, западных комментаторов больше интересует этика. Отовсюду несутся вопли ужаса: не хотим войны, смерти, катастроф. Чернобыль — везде. Чернобыль открыл нам глаза на пороки цивилизации, на ее угрозу, на тщетность прогресса.    
Итак не хотим смерти. Значит, выходит если нет войны, то и смерти нет? Они что считают, что если они не будут строить атомных электростанций, то будут жить вечно? А все прочие, которые уже умерли и потом умрут — в том числе и сами эти комментаторы — и притом без всякой войны? Но говорят, что вся цивилизация может погибнуть, вся культура. А что такое культура, как не задаваемый каждый раз заново вопрос — перед лицом заранее известного ответа? Ничего другого в культуре нет — а это будет всегда. Вариации же несущественны. Гуманизм, борьба за мир — просто тошнит от всего этого."
569,,1909-09-02,577,250879,"четверг. в 11 час отслуживать молебен пред начало учение.    
после он и. ак. сенум представлять я новый курс поступать ныне в семинария — всего только 9 мальчик; никогда доселе не быть такой малый прием. трое не принимать по нездоровый состояние. русский, о который вчера просить отец, тоже не принимать, за неполезностия и для он быть принимать один, с что отец соглашаться и не становиться больше настаивать.    
приносить 5 лист, набело напечатать, октоих, тоже без ошибка; по-видимому, весьма исправный пойти печатание.
",neutral,,,ф,,,,,,,"Четверг. В 11 часов отслужен молебен пред началом учения.    
После него И. Ак. Сенума представил мне новый курс поступающих ныне в Семинарию — всего только 9 мальчиков; никогда доселе не было такого малого приема. Трое не приняты по нездоровому состоянию. Русский, о котором вчера просил отец, тоже не принят, за неполезностию и для него быть принятым одному, с чем отец согласился и не стал больше настаивать.    
Принесли 5 листов, набело напечатанных, Октоиха, тоже без ошибок; по-видимому, весьма исправно пойдет печатание."
129,,1966-04-30,134,82480,"ирка работать, быть на озерко и приезжать домой от рыжий. я слушать штраус, читать радлов э.л. о влад. соловьев. я навещать тюк, он в стабильно критический состояние. приезжать валя левитин с жанна бровина, ленинградец из тамошний минорный жизнь. тюк заходить и вечерок. пить чай. я перед сон клеить старый фото на паспарту. утро от яна немеша из усть-над-орлица приходить большой пакет каталог.
",neutral,,,ф,,,,,,,"Ирка работала, была на Озерках и приехала домой от Рыжих. Я слушал Штрауса, читал Радлова Э.Л. о Влад. Соловьеве. Меня навещает Тюков, он в стабильно критическом состоянии. Приезжали Валя Левитин с Жанной Бровиной, ленинградцы из тамошней минорной жизни. Тюков заходил и вечерком. Пили чай. Я перед сном клеил старые фото на паспарту. Утром от Яна Немеша из Усти-над-Орлицы пришел большой пакет каталогов."
